,Match ID,Venue,Innings,Bowling Side,Batting Side,Batter,Winner,Non Striker,Bowler,Ball,Batter Runs,Extra Runs,Run scored,Ball Rebowled,Extra Type,Method,Player Out,Current Score,Target Score,Required Runs,Balls Remaining,Wickets Left,RR,CR,Result
147249,1120095,Greenfield International Stadium,2,India,New Zealand,MJ Guptill,India,C Munro,B Kumar,6,0,0,0,0,[],bowled,MJ Guptill,8,68,60.0,114,9,3.1578947368421053,8.0,0
147252,1120095,Greenfield International Stadium,2,India,New Zealand,C Munro,India,KS Williamson,JJ Bumrah,3,0,0,0,0,[],caught,C Munro,8,68,60.0,111,8,3.2432432432432434,5.333333333333333,0
147270,1120095,Greenfield International Stadium,2,India,New Zealand,KS Williamson,India,GD Phillips,Kuldeep Yadav,3,0,0,0,0,[],run out,KS Williamson,28,68,40.0,93,7,2.5806451612903225,6.222222222222221,0
147271,1120095,Greenfield International Stadium,2,India,New Zealand,GD Phillips,India,C de Grandhomme,Kuldeep Yadav,4,0,0,0,0,[],caught,GD Phillips,28,68,40.0,92,6,2.608695652173913,6.0,0
147280,1120095,Greenfield International Stadium,2,India,New Zealand,HM Nicholls,India,C de Grandhomme,JJ Bumrah,1,0,0,0,0,[],caught,HM Nicholls,39,68,29.0,83,5,2.096385542168675,6.324324324324324,0
147285,1120095,Greenfield International Stadium,2,India,New Zealand,TC Bruce,India,C de Grandhomme,JJ Bumrah,5,0,1,1,0,['byes'],run out,TC Bruce,48,68,20.0,79,4,1.518987341772152,7.024390243902438,0
147450,1127300,Grange Cricket Club,2,Pakistan,Scotland,HG Munsey,Pakistan,KJ Coetzer,Hasan Ali,1,0,0,0,0,[],caught,HG Munsey,53,205,152.0,89,9,10.247191011235955,10.258064516129032,0
147462,1127300,Grange Cricket Club,2,Pakistan,Scotland,RD Berrington,Pakistan,KJ Coetzer,Shadab Khan,1,0,0,0,0,[],bowled,RD Berrington,63,205,142.0,77,8,11.064935064935064,8.790697674418604,0
147473,1127300,Grange Cricket Club,2,Pakistan,Scotland,KJ Coetzer,Pakistan,CS MacLeod,Mohammad Nawaz (3),6,0,0,0,0,[],caught,KJ Coetzer,69,205,136.0,66,7,12.363636363636363,7.666666666666666,0
147488,1127300,Grange Cricket Club,2,Pakistan,Scotland,CS MacLeod,Pakistan,DE Budge,Shadab Khan,3,0,0,0,0,[],lbw,CS MacLeod,82,205,123.0,51,6,14.470588235294116,7.130434782608695,0
147510,1127300,Grange Cricket Club,2,Pakistan,Scotland,DE Budge,Pakistan,MA Leask,Mohammad Amir,1,0,0,0,0,[],caught,DE Budge,107,205,98.0,29,5,20.275862068965516,7.054945054945055,0
147532,1127300,Grange Cricket Club,2,Pakistan,Scotland,MH Cross,Pakistan,MA Leask,Hasan Ali,4,0,0,0,0,[],caught,MH Cross,150,205,55.0,8,4,41.25,8.035714285714285,0
147680,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,LJ Wright,Sri Lanka,AD Hales,SL Malinga,3,0,0,0,0,[],caught,LJ Wright,16,170,154.0,105,9,8.799999999999999,6.4,0
147682,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,JM Bairstow,Sri Lanka,AD Hales,SL Malinga,5,0,0,0,0,[],caught,JM Bairstow,18,170,152.0,103,8,8.854368932038835,6.352941176470589,0
147683,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,AD Hales,Sri Lanka,SR Patel,SL Malinga,6,0,0,0,0,[],lbw,AD Hales,18,170,152.0,102,7,8.941176470588236,6.0,0
147728,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,EJG Morgan,Sri Lanka,SR Patel,A Dananjaya,2,0,0,0,0,[],lbw,EJG Morgan,73,170,97.0,58,6,10.034482758620689,7.064516129032258,0
147736,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,RS Bopara,Sri Lanka,SR Patel,BMAJ Mendis,4,0,0,0,0,[],bowled,RS Bopara,76,170,94.0,50,5,11.28,6.514285714285714,0
147749,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,JC Buttler,Sri Lanka,SR Patel,SL Malinga,4,0,0,0,0,[],caught,JC Buttler,91,170,79.0,38,4,12.473684210526315,6.658536585365854,0
147752,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,SCJ Broad,Sri Lanka,SR Patel,A Dananjaya,1,0,0,0,0,[],caught,SCJ Broad,93,170,77.0,35,3,13.200000000000001,6.564705882352942,0
147780,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,SR Patel,Sri Lanka,GP Swann,SL Malinga,5,0,0,0,0,[],bowled,SR Patel,144,170,26.0,7,2,22.285714285714285,7.646017699115044,0
147784,533293,Pallekele International Cricket Stadium,2,Sri Lanka,England,GP Swann,Sri Lanka,ST Finn,KMDN Kulasekara,2,0,0,0,0,[],bowled,GP Swann,147,170,23.0,4,1,34.5,7.6034482758620685,0
147932,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,WTS Porterfield,Bangladesh,PR Stirling,Abdur Razzak,4,0,0,0,0,[],stumped,WTS Porterfield,32,191,159.0,98,9,9.73469387755102,8.727272727272727,0
147936,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,PR Stirling,Bangladesh,EC Joyce,Shakib Al Hasan,2,0,0,0,0,[],run out,PR Stirling,34,191,157.0,94,8,10.02127659574468,7.846153846153847,0
147961,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,EC Joyce,Bangladesh,NJ O'Brien,Elias Sunny,1,0,0,0,0,[],caught,EC Joyce,56,191,135.0,71,7,11.408450704225352,6.857142857142857,0
147962,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,NJ O'Brien,Bangladesh,KJ O'Brien,Elias Sunny,2,0,0,0,0,[],stumped,NJ O'Brien,56,191,135.0,70,6,11.571428571428571,6.720000000000001,0
147967,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,KJ O'Brien,Bangladesh,GC Wilson,Abdur Razzak,1,0,0,0,0,[],bowled,KJ O'Brien,56,191,135.0,65,5,12.461538461538463,6.1090909090909085,0
147976,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,JF Mooney,Bangladesh,GC Wilson,Elias Sunny,3,0,0,0,0,[],bowled,JF Mooney,60,191,131.0,57,4,13.789473684210527,5.7142857142857135,0
147990,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,AR Cusack,Bangladesh,GC Wilson,Elias Sunny,5,0,0,0,0,[],bowled,AR Cusack,64,191,127.0,43,3,17.72093023255814,4.987012987012987,0
147999,567071,Civil Service Cricket Club,2,Bangladesh,Ireland,DT Johnston,Bangladesh,GC Wilson,Elias Sunny,2,0,0,0,0,[],caught,DT Johnston,72,191,119.0,34,2,21.0,5.023255813953488,0
148173,1383081,Goldenacre,2,Scotland,Austria,Iqbal Hossain,Scotland,N Wijesekera,SM Sharif,3,0,0,0,0,[],caught,Iqbal Hossain,9,233,224.0,105,9,12.8,3.5999999999999996,0
148201,1383081,Goldenacre,2,Scotland,Austria,Razmal Shigiwal,Scotland,N Wijesekera,MA Leask,6,0,0,0,0,[],caught,Razmal Shigiwal,24,233,209.0,78,8,16.076923076923077,3.4285714285714284,0
148203,1383081,Goldenacre,2,Scotland,Austria,N Wijesekera,Scotland,A Randhawa,GT Main,2,0,0,0,0,[],caught,N Wijesekera,24,233,209.0,76,7,16.5,3.2727272727272725,0
148222,1383081,Goldenacre,2,Scotland,Austria,Shahil Momin,Scotland,A Randhawa,MA Leask,1,0,0,0,0,[],caught,Shahil Momin,33,233,200.0,59,6,20.338983050847457,3.245901639344263,0
148226,1383081,Goldenacre,2,Scotland,Austria,A Randhawa,Scotland,MPS Cheema,MA Leask,5,0,0,0,0,[],lbw,A Randhawa,38,233,195.0,55,5,21.272727272727273,3.5076923076923077,0
148229,1383081,Goldenacre,2,Scotland,Austria,Umair Tariq,Scotland,MPS Cheema,GT Main,2,0,0,0,0,[],caught,Umair Tariq,41,233,192.0,52,4,22.153846153846153,3.617647058823529,0
148238,1383081,Goldenacre,2,Scotland,Austria,MPS Cheema,Scotland,Jaweed Sadran,MA Leask,4,0,0,0,0,[],run out,MPS Cheema,50,233,183.0,44,3,24.954545454545453,3.947368421052632,0
148249,1383081,Goldenacre,2,Scotland,Austria,Abdullah Akbarjan,Scotland,Jaweed Sadran,CN Greaves,3,0,0,0,0,[],bowled,Abdullah Akbarjan,54,233,179.0,33,2,32.54545454545455,3.724137931034483,0
148259,1383081,Goldenacre,2,Scotland,Austria,Sahel Zadran,Scotland,Jaweed Sadran,SM Sharif,6,0,0,0,0,[],caught,Sahel Zadran,66,233,167.0,24,1,41.75,4.125,0
148262,1383081,Goldenacre,2,Scotland,Austria,Jaweed Sadran,Scotland,A Nathwani,CN Greaves,3,0,0,0,0,[],bowled,Jaweed Sadran,66,233,167.0,21,0,47.714285714285715,4.0,0
148896,1142502,Hazelaarweg,2,Ireland,Netherlands,TP Visee,Netherlands,MP O'Dowd,GH Dockrell,5,0,0,0,0,[],bowled,TP Visee,37,159,122.0,97,9,7.546391752577319,9.652173913043478,1
148917,1142502,Hazelaarweg,2,Ireland,Netherlands,BN Cooper,Netherlands,MP O'Dowd,Simi Singh,1,0,0,0,0,[],bowled,BN Cooper,68,159,91.0,77,8,7.090909090909092,9.488372093023255,1
148930,1142502,Hazelaarweg,2,Ireland,Netherlands,MP O'Dowd,Netherlands,BFW de Leede,SR Thompson,5,0,0,0,0,[],caught,MP O'Dowd,81,159,78.0,67,7,6.985074626865671,9.169811320754718,1
148945,1142502,Hazelaarweg,2,Ireland,Netherlands,BFW de Leede,Netherlands,RE van der Merwe,GH Dockrell,2,0,0,0,0,[],stumped,BFW de Leede,97,159,62.0,52,6,7.153846153846153,8.558823529411764,1
148978,1142502,Hazelaarweg,2,Ireland,Netherlands,RE van der Merwe,Netherlands,PM Seelaar,BJ McCarthy,4,0,0,0,0,[],bowled,RE van der Merwe,136,159,23.0,20,5,6.8999999999999995,8.16,1
148987,1142502,Hazelaarweg,2,Ireland,Netherlands,Sikander Zulfiqar,Netherlands,PM Seelaar,PR Stirling,6,0,0,0,0,[],caught,Sikander Zulfiqar,146,159,13.0,12,4,6.5,8.11111111111111,1
149131,660149,ICC Academy,2,Kenya,Scotland,RD Berrington,Kenya,CS MacLeod,NN Odhiambo,2,0,0,0,0,[],caught,RD Berrington,22,184,162.0,106,9,9.169811320754718,9.428571428571429,0
149142,660149,ICC Academy,2,Kenya,Scotland,MW Machan,Kenya,CS MacLeod,SO Ngoche,1,0,0,0,0,[],caught and bowled,MW Machan,35,184,149.0,95,8,9.410526315789474,8.399999999999999,0
149148,660149,ICC Academy,2,Kenya,Scotland,CS MacLeod,Kenya,KJ Coetzer,HA Varaiya,1,0,0,0,0,[],run out,CS MacLeod,51,184,133.0,89,7,8.96629213483146,9.870967741935484,0
149149,660149,ICC Academy,2,Kenya,Scotland,KJ Coetzer,Kenya,RML Taylor,HA Varaiya,2,0,0,0,0,[],bowled,KJ Coetzer,51,184,133.0,88,6,9.068181818181818,9.5625,0
149179,660149,ICC Academy,2,Kenya,Scotland,RML Taylor,Kenya,D Murphy,TM Odoyo,2,0,0,0,0,[],caught,RML Taylor,85,184,99.0,58,5,10.241379310344827,8.225806451612902,0
149185,660149,ICC Academy,2,Kenya,Scotland,G Goudie,Kenya,D Murphy,SO Tikolo,2,0,0,0,0,[],caught,G Goudie,89,184,95.0,52,4,10.961538461538462,7.852941176470589,0
149186,660149,ICC Academy,2,Kenya,Scotland,D Murphy,Kenya,SM Sharif,SO Tikolo,3,0,0,0,0,[],caught,D Murphy,89,184,95.0,51,3,11.176470588235293,7.739130434782608,0
149188,660149,ICC Academy,2,Kenya,Scotland,SM Sharif,Kenya,RM Haq,SO Tikolo,5,0,0,0,0,[],caught,SM Sharif,89,184,95.0,49,2,11.63265306122449,7.521126760563381,0
149194,660149,ICC Academy,2,Kenya,Scotland,NM Carter,Kenya,RM Haq,SO Ngoche,5,0,0,0,0,[],caught,NM Carter,90,184,94.0,43,1,13.11627906976744,7.012987012987013,0
149197,660149,ICC Academy,2,Kenya,Scotland,I Wardlaw,Kenya,RM Haq,SO Tikolo,2,0,0,0,0,[],caught,I Wardlaw,91,184,93.0,40,0,13.950000000000001,6.824999999999999,0
149342,1142914,Harare Sports Club,2,Pakistan,Australia,DJM Short,Australia,AJ Finch,Hasan Ali,2,0,0,0,0,[],caught,DJM Short,35,117,82.0,100,9,4.92,10.5,1
149514,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Chirag Suri,Scotland,Rohan Mustafa,SM Sharif,3,0,0,0,0,[],caught,Chirag Suri,4,199,195.0,117,9,10.0,8.0,0
149526,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Rohan Mustafa,Scotland,Rameez Shahzad,JH Davey,1,0,0,0,0,[],caught,Rohan Mustafa,12,199,187.0,107,8,10.485981308411215,5.538461538461538,0
149563,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Rameez Shahzad,Scotland,Muhammad Usman,MRJ Watt,2,0,0,0,0,[],caught,Rameez Shahzad,55,199,144.0,70,7,12.342857142857142,6.6000000000000005,0
149587,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Waheed Ahmed,Scotland,Muhammad Usman,RD Berrington,6,0,0,0,0,[],caught,Waheed Ahmed,81,199,118.0,48,6,14.75,6.75,0
149589,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Muhammad Usman,Scotland,Mohammad Boota,MRJ Watt,2,0,0,0,0,[],caught,Muhammad Usman,81,199,118.0,46,5,15.391304347826086,6.567567567567567,0
149591,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Sultan Ahmed,Scotland,Mohammad Boota,MRJ Watt,4,0,0,0,0,[],bowled,Sultan Ahmed,82,199,117.0,44,4,15.954545454545455,6.473684210526316,0
149594,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Mohammad Boota,Scotland,Ahmed Raza,CS MacLeod,1,0,0,0,0,[],caught,Mohammad Boota,84,199,115.0,41,3,16.829268292682926,6.379746835443037,0
149610,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Junaid Siddique,Scotland,Ahmed Raza,AC Evans,5,0,0,0,0,[],caught,Junaid Siddique,89,199,110.0,25,2,26.400000000000002,5.621052631578948,0
149613,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Ahmed Raza,Scotland,DDP D'Silva,SM Sharif,2,0,0,0,0,[],caught,Ahmed Raza,94,199,105.0,22,1,28.636363636363633,5.755102040816326,0
149626,1199543,Dubai International Cricket Stadium,2,Scotland,United Arab Emirates,Zahoor Khan,Scotland,DDP D'Silva,SM Sharif,3,0,0,0,0,[],caught and bowled,Zahoor Khan,108,199,91.0,9,0,60.666666666666664,5.837837837837839,0
149757,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,HG Munsey,Zimbabwe,KJ Coetzer,WP Masakadza,6,0,0,0,0,[],stumped,HG Munsey,8,148,140.0,114,9,7.368421052631579,8.0,0
149760,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,MH Cross,Zimbabwe,KJ Coetzer,TL Chatara,3,0,0,0,0,[],caught,MH Cross,11,148,137.0,111,8,7.405405405405405,7.333333333333334,0
149767,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,MW Machan,Zimbabwe,KJ Coetzer,WP Masakadza,4,0,0,0,0,[],caught,MW Machan,20,148,128.0,104,7,7.384615384615385,7.5,0
149770,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,KJ Coetzer,Zimbabwe,RD Berrington,TL Chatara,1,0,0,0,0,[],caught,KJ Coetzer,20,148,128.0,101,6,7.603960396039604,6.315789473684211,0
149798,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,MA Leask,Zimbabwe,RD Berrington,SC Williams,5,0,0,0,0,[],stumped,MA Leask,42,148,106.0,73,5,8.712328767123289,5.361702127659575,0
149839,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,PL Mommsen,Zimbabwe,RD Berrington,WP Masakadza,2,0,0,0,0,[],caught,PL Mommsen,93,148,55.0,34,4,9.705882352941178,6.488372093023255,0
149843,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,SM Sharif,Zimbabwe,RD Berrington,WP Masakadza,6,0,0,0,0,[],stumped,SM Sharif,95,148,53.0,30,3,10.6,6.333333333333334,0
149862,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,RD Berrington,Zimbabwe,JH Davey,DT Tiripano,6,0,0,0,0,[],caught,RD Berrington,124,148,24.0,12,2,12.0,6.888888888888889,0
149867,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,JH Davey,Zimbabwe,MRJ Watt,T Panyangara,5,0,0,0,0,[],caught,JH Davey,128,148,20.0,7,1,17.142857142857142,6.79646017699115,0
149872,951313,Vidarbha Cricket Association Stadium,2,Zimbabwe,Scotland,AC Evans,Zimbabwe,MRJ Watt,DT Tiripano,4,0,0,0,0,[],bowled,AC Evans,136,148,12.0,2,0,36.0,6.915254237288136,0
150036,287873,Kingsmead,2,India,England,DL Maddy,India,VS Solanki,IK Pathan,4,0,0,0,0,[],caught,DL Maddy,53,219,166.0,86,9,11.58139534883721,9.352941176470589,0
150065,287873,Kingsmead,2,India,England,VS Solanki,India,KP Pietersen,IK Pathan,3,0,0,0,0,[],caught,VS Solanki,96,219,123.0,57,8,12.947368421052632,9.142857142857142,0
150087,287873,Kingsmead,2,India,England,KP Pietersen,India,PD Collingwood,Harbhajan Singh,1,0,0,0,0,[],caught and bowled,KP Pietersen,126,219,93.0,35,7,15.942857142857143,8.894117647058824,0
150110,287873,Kingsmead,2,India,England,OA Shah,India,PD Collingwood,RP Singh,3,0,0,0,0,[],caught,OA Shah,170,219,49.0,15,6,19.6,9.714285714285715,0
150112,287873,Kingsmead,2,India,England,PD Collingwood,India,A Flintoff,RP Singh,5,0,0,0,0,[],bowled,PD Collingwood,170,219,49.0,13,5,22.615384615384613,9.53271028037383,0
150126,287873,Kingsmead,2,India,England,LJ Wright,India,A Flintoff,IK Pathan,5,0,0,0,0,[],caught,LJ Wright,196,219,23.0,1,4,138.0,9.882352941176471,0
150478,1271630,R Premadasa Stadium,2,South Africa,Sri Lanka,WIA Fernando,South Africa,LD Chandimal,K Rabada,5,0,0,0,0,[],run out,WIA Fernando,34,164,130.0,85,9,9.176470588235293,5.828571428571428,0
150480,1271630,R Premadasa Stadium,2,South Africa,Sri Lanka,PBB Rajapaksa,South Africa,LD Chandimal,KA Maharaj,1,0,0,0,0,[],lbw,PBB Rajapaksa,34,164,130.0,83,8,9.397590361445783,5.513513513513514,0
150513,1271630,R Premadasa Stadium,2,South Africa,Sri Lanka,KIC Asalanka,South Africa,LD Chandimal,T Shamsi,1,0,0,0,0,[],caught,KIC Asalanka,68,164,96.0,53,7,10.867924528301888,6.08955223880597,0
150536,1271630,R Premadasa Stadium,2,South Africa,Sri Lanka,MD Shanaka,South Africa,LD Chandimal,BC Fortuin,6,0,0,0,0,[],bowled,MD Shanaka,95,164,69.0,30,6,13.799999999999999,6.333333333333334,0
150541,1271630,R Premadasa Stadium,2,South Africa,Sri Lanka,PWH de Silva,South Africa,LD Chandimal,D Pretorius,5,0,0,0,0,[],caught,PWH de Silva,102,164,62.0,25,5,14.879999999999999,6.442105263157895,0
150544,1271630,R Premadasa Stadium,2,South Africa,Sri Lanka,DM de Silva,South Africa,LD Chandimal,A Nortje,1,0,0,0,0,[],bowled,DM de Silva,104,164,60.0,23,4,15.652173913043478,6.43298969072165,0
150958,1310942,Queens Sports Club,2,Namibia,Zimbabwe,W Madhevere,Namibia,I Kaia,JN Frylinck,4,0,0,0,0,[],lbw,W Madhevere,23,128,105.0,98,9,6.428571428571429,6.2727272727272725,0
150959,1310942,Queens Sports Club,2,Namibia,Zimbabwe,RW Chakabva,Namibia,I Kaia,JN Frylinck,5,0,0,0,0,[],bowled,RW Chakabva,23,128,105.0,97,8,6.494845360824742,6.0,0
150962,1310942,Queens Sports Club,2,Namibia,Zimbabwe,Sikandar Raza,Namibia,I Kaia,D Wiese,1,2,0,2,0,[],run out,I Kaia,27,128,101.0,95,7,6.378947368421052,6.48,0
150992,1310942,Queens Sports Club,2,Namibia,Zimbabwe,Sikandar Raza,Namibia,T Munyonga,B Shikongo,4,0,0,0,0,[],caught,Sikandar Raza,53,128,75.0,68,6,6.61764705882353,6.115384615384615,0
150996,1310942,Queens Sports Club,2,Namibia,Zimbabwe,R Mutumbami,Namibia,T Munyonga,BM Scholtz,2,0,0,0,0,[],bowled,R Mutumbami,54,128,74.0,64,5,6.9375,5.785714285714286,0
151017,1310942,Queens Sports Club,2,Namibia,Zimbabwe,DT Tiripano,Namibia,T Munyonga,MG Erasmus,4,0,0,0,0,[],caught,DT Tiripano,72,128,56.0,44,4,7.636363636363637,5.684210526315789,0
151043,1310942,Queens Sports Club,2,Namibia,Zimbabwe,T Munyonga,Namibia,LM Jongwe,D Wiese,6,0,0,0,0,[],bowled,T Munyonga,88,128,40.0,18,3,13.333333333333334,5.176470588235294,0
151047,1310942,Queens Sports Club,2,Namibia,Zimbabwe,B Evans,Namibia,LM Jongwe,JN Frylinck,4,0,0,0,0,[],run out,LM Jongwe,89,128,39.0,14,2,16.714285714285715,5.037735849056604,0
151055,1310942,Queens Sports Club,2,Namibia,Zimbabwe,B Evans,Namibia,B Mavuta,MG Erasmus,6,0,0,0,0,[],bowled,B Evans,95,128,33.0,6,1,33.0,5.0,0
151056,1310942,Queens Sports Club,2,Namibia,Zimbabwe,B Mavuta,Namibia,TL Chatara,R Trumpelmann,1,0,0,0,0,[],caught,B Mavuta,95,128,33.0,5,0,39.599999999999994,4.956521739130435,0
151192,702143,Sabina Park,2,West Indies,Ireland,PR Stirling,West Indies,WTS Porterfield,K Santokie,2,0,0,0,0,[],bowled,PR Stirling,3,97,94.0,106,9,5.320754716981132,1.2857142857142856,0
151209,702143,Sabina Park,2,West Indies,Ireland,WTS Porterfield,West Indies,EC Joyce,S Badree,1,0,0,0,0,[],bowled,WTS Porterfield,15,97,82.0,89,8,5.52808988764045,2.903225806451613,0
151222,702143,Sabina Park,2,West Indies,Ireland,EC Joyce,West Indies,GC Wilson,SP Narine,2,0,0,0,0,[],caught,EC Joyce,22,97,75.0,76,7,5.921052631578947,3.0,0
151232,702143,Sabina Park,2,West Indies,Ireland,AD Poynter,West Indies,GC Wilson,DJG Sammy,6,0,0,0,0,[],caught,AD Poynter,25,97,72.0,66,6,6.545454545454545,2.7777777777777777,0
151240,702143,Sabina Park,2,West Indies,Ireland,KJ O'Brien,West Indies,GC Wilson,DJG Sammy,2,0,0,0,0,[],bowled,KJ O'Brien,29,97,68.0,58,5,7.034482758620689,2.8064516129032255,0
151255,702143,Sabina Park,2,West Indies,Ireland,SR Thompson,West Indies,GC Wilson,DJG Sammy,5,0,0,0,0,[],caught,SR Thompson,49,97,48.0,43,4,6.697674418604651,3.8181818181818183,0
151284,702143,Sabina Park,2,West Indies,Ireland,GC Wilson,West Indies,MC Sorensen,DJ Bravo,4,0,0,0,0,[],caught and bowled,GC Wilson,72,97,25.0,14,3,10.714285714285715,4.0754716981132075,0
151295,702143,Sabina Park,2,West Indies,Ireland,MC Sorensen,West Indies,AR Cusack,DJ Bravo,3,0,0,0,0,[],run out,AR Cusack,82,97,15.0,3,2,30.0,4.205128205128204,0
151449,1199514,Tolerance Oval,2,Ireland,Oman,Jatinder Singh,Ireland,Khawar Ali,DC Delany,4,0,0,0,0,[],caught,Jatinder Singh,31,184,153.0,92,9,9.978260869565219,6.642857142857143,0
151454,1199514,Tolerance Oval,2,Ireland,Oman,Aqib Ilyas,Ireland,Khawar Ali,GJ Delany,3,0,0,0,0,[],caught,Aqib Ilyas,47,184,137.0,87,8,9.448275862068964,8.545454545454547,0
151476,1199514,Tolerance Oval,2,Ireland,Oman,Zeeshan Maqsood,Ireland,Khawar Ali,WB Rankin,5,0,0,0,0,[],caught,Zeeshan Maqsood,74,184,110.0,67,7,9.850746268656717,8.377358490566037,0
151480,1199514,Tolerance Oval,2,Ireland,Oman,Khawar Ali,Ireland,Suraj Kumar,GJ Delany,2,0,0,0,0,[],caught,Khawar Ali,76,184,108.0,64,6,10.125,8.142857142857142,0
151504,1199514,Tolerance Oval,2,Ireland,Oman,Aamir Kaleem,Ireland,Suraj Kumar,GH Dockrell,4,0,0,0,0,[],run out,Aamir Kaleem,108,184,76.0,44,5,10.363636363636363,8.526315789473685,0
151505,1199514,Tolerance Oval,2,Ireland,Oman,Suraj Kumar,Ireland,Sandeep Goud,GH Dockrell,5,0,0,0,0,[],stumped,Suraj Kumar,108,184,76.0,43,4,10.604651162790699,8.415584415584416,0
151523,1199514,Tolerance Oval,2,Ireland,Oman,Sandeep Goud,Ireland,Khurram Nawaz,GH Dockrell,4,0,0,0,0,[],caught,Sandeep Goud,123,184,61.0,26,3,14.076923076923077,7.851063829787234,0
151529,1199514,Tolerance Oval,2,Ireland,Oman,Mohammad Nadeem,Ireland,Khurram Nawaz,MR Adair,3,0,0,0,0,[],caught,Mohammad Nadeem,130,184,54.0,21,2,15.42857142857143,7.878787878787879,0
151533,1199514,Tolerance Oval,2,Ireland,Oman,Khurram Nawaz,Ireland,Fayyaz Butt,MR Adair,6,0,0,0,0,[],caught,Khurram Nawaz,133,184,51.0,18,1,17.0,7.8235294117647065,0
151691,1273748,Dubai International Cricket Stadium,2,Scotland,India,RG Sharma,India,KL Rahul,BTJ Wheal,6,0,0,0,0,[],lbw,RG Sharma,70,86,16.0,90,9,1.0666666666666667,14.0,1
151697,1273748,Dubai International Cricket Stadium,2,Scotland,India,KL Rahul,India,V Kohli,MRJ Watt,6,0,0,0,0,[],caught,KL Rahul,82,86,4.0,84,8,0.2857142857142857,13.666666666666666,1
151837,1328478,Gymkhana Club Ground,2,Nepal,Kenya,S Singh,Nepal,CO Obuya,Karan KC,3,0,0,0,0,[],bowled,S Singh,8,176,168.0,111,9,9.08108108108108,5.333333333333333,0
